rating,review
8,"""So refreshing to see a movie depicting a hero who isn't a cartoon-likeSuper Hero. The industry is sadly saturated with action-action-actionHollywood films. Sully suffers mildly from post-traumatic stress afterhe successfully lands his damaged plane in the Hudson River, amazinglysaving all 155 of its passengers. After the landing, he is made a heroin the public's eyes, but begins to doubt himself when the aviationpanel believes he could have successfully landed the plane in theLaGuardia runway. This story that unfolds is realistic, intelligent,and moving. Do we really need car chase scenes or explosions to holdour interest? My favorite line of the movie was when the hotel maidhugged Sully, and he asked, ""What just happened?"" The crash was notoverplayed, thus, more tragic. The rescue scene was brutally realistic.The aviation panel's witch hunt was ugly and unfounded, and the factthat this story was based on true event made it even more harrowing.What was needed was for people to stand up and salute at the end of thefinal hearing. Amazing movie."""
7,"""Based on the real events of the ""Miracle on the Hudson"", Sully tellsthe story of the aftermath of a forced water landing on the Hudsonriver. The movie is not particularly exciting, which isn't necessarilya bad thing. The protagonist, Sully Sullenberger, is an unassumingpilot who managed to keep his cool under pressure and save the lives of155 people, but through an investigation, his heroism is put intodoubt. Most of the movie is spent with Sully dealing with his guilt andgoing on runs, besides the significantly more interesting flashbacks.As Sully spends most of this time accomplishing nothing, it ends upbeing quite dry, and I was mostly just waiting to see more about theplane craft and its aftermath. Tom Hanks keeps the movie interestingenough, but the plot is not very strong. I would suggest this movie tosomeone, but personally, I wouldn't buy it on Blu-ray."""
6,"""I think Clint Eastwood is very talented director and Tom Hanks iseasily my favorite actor. He's just good in everything. That beingsaid, I was going to wait to rent this movie because the subject didn'tappeal to me very much. Ended up at the theater with a group of friendswho wanted to see it, so that's what we saw.Put simply, it was just OK.Tom Hanks is always good (in my opinion) and that was still the case.He did really well and might get awards consideration. I don't think hereached the heights of his performances in Philadelphia, Cast Away,Forrest Gump, or Saving Private Ryan or even another bio-pic, CaptainPhillips. He was very good and made the movie watchable. Aaron Eckhartwas also pretty good. My problem with the acting is that I don't feelthose characters would be very difficult to portray, so although theydid a good job, it isn't impressive per se.I am all for creative license, but I think the choice for theantagonists in this film is borderline slander given how actual eventspanned out. That's all I will say about that.The plot honestly doesn't have much going for it. We already know howthe flight ends and thus lose a great deal of dramatic suspense.Eastwood tries to work around this with how he structured the story,but it just felt forced. Three separate times, I believe, we end up ina flashback of the flight in question and it does not add anything tothe story. It quickly grows old.I mean, technically, this film is impeccable. The editing, thecinematography, etc. Clint Eastwood knows how to shoot a movie. So Idon't want to knock it too hard. I just feel like it is prettyforgettable.6 stars is my standard rating for a movie that is well made, but I justdidn't really care about.- I do have to say that Aaron Eckhart's mustache is the star of themovie."""
7,"""This is a film of two parts; the story of Sully and his crew and thestory of the NTSB investigation of the incident.The first part is dealt with well; we get a good picture of the life ofair crew - living in hotels away from home and being involved in themyriad of tasks and issues that the travelling public never get to knowabout. The characterisations are believable and involving.The second part is not dealt with well at all. The film presents agross caricature of the NTSB investigators as being self satisfiedbureaucrats who have already decided what occurred and who is to blame- that is Sully. This is not how it works, in this and most otherinvestigations. The reason for this is obvious - to create a villainous counterpoint tothe heroic flight crew. But the whole thing is so one dimensional. Ialmost laughed when towards the end one of the investigators startsgushing admiration for Sully at a public hearing.There was no need to do this - a more interesting and involving storywould have been to portray the challenges felt by the NTSB team. Aheavy responsibility to get to an account of what happened and why andto make a judgement about cause and contributory factors. Perhapsportray a back story of an investigation which went wrong withsignificant consequences.But hey ho - why let facts spoil a good story?"""
1,"""I finally watched this after several weeks of it playing with my movietheatre-working friend yesterday. He had watched this before but waswilling to watch with me as I hadn't. It was quite a touching truestory of Captain Chesley ""Sully"" Sullenberger, played here by TomHanks. The drama took its time in telling how the plane ended up whereit ended up and why he was being investigated despite being called ahero because none of the passengers suffered badly during the crisis.Clint Eastwood did a good directing job, as usual. Going back and forthduring some sequences, I managed to not be confused at all whilewatching which is a good sign of a fine drama based on something thatactually happened. So on that note, I highly recommend Sully."""
4,"""Clint Eastwood, his political views aside, might be wise to stick withcomedy, like Space Cowboys (since he's too old to play Dirty Harryanymore), and leave the directing to better people. Are there any leftin Hollywood? I realize that this movie was not meant to be a documentary, which is agenre that I often enjoy, and I also realize that Hollywood has to dowhat is best for their revenue, which often means sensationalizing""true stories"", (Like the movie Race the Sun, about a good friend ofmine, but almost totally fictitious) but we're talking about theMiracle on the Hudson here, it's sensational as it is. Granted, theintensity only lasted for 208 seconds (plus another minute or two toget out of the plane), but there is sooo much of the story that thismovie could have told, but didn't, like the rescue, background of thoseinvolved, etc.All the confusing bouncing back and forth in the timeline, all of thedistortion of the events, were beneath Tom Hanks acting abilities. Andthe portrayal of the NTSB was pure fiction. So much so, that they spokeout as soon as they heard about the movie. Search: bloomberg crashinvestigators pan their portrayalI still give the movie 4 stars, because Tom Hanks played his roll well(and the other actors tried, especially Aaron Eckhart), although Tom'sheart didn't seem to be in this one. And if you don't care aboutaccuracy, it was an OK movie. It's worth seeing once, I guess, with agrain of salt (or a mine), but unlike many movies in the same ""TrueStory"" genre, I doubt I'll watch this one more than once."""
8,"""From actor/director Clint Eastwood, 'Sully' tells the story of theaftermath, through the eyes of Cpt. Chelsey Sullenberger (Tom Hanks),about that fateful day in which he miraculously landed a passengeraircraft on the Hudson river.1. There is no film that I can think of, in which Tom Hanks ever gave abad performance. Nor have I ever disliked a character Tom Hanks hasplayed. The man is a National Treasure, and one of the greatest livingactors of out generation. Even if one has never seen an interview withthe actual Cpt. Sullenberger or simply can't remember, Hanks completelyloses himself in the role of Sully. There is a blatant reason why Hanksis a two-time Oscar winner, and could very well be heading towardsanother nomination here cause he absolutely deserves it and all thepraise he's getting.2. Apart from the master himself, I was just as equally impressed withthe acting of Aaron Eckhart, who plays Sully's co-pilot Jeff Skiles.There is never a moment where you doubt the chemistry between these twobecause their acting is on another level. Mr. Clint Eastwood himselfdeserves an incredible amount of praise just by his directing alone. Ifthis man doesn't get a nomination for 'Best Director', I'll literallypull a 'Dirty Harry' on the Academy. The film is short, but it's editedin such a superb way that it never leaves you feeling bored.3. There are just a few hiccups here and there that just doesn't makethis film quite as perfect. Laura Linney plays Sully's distraught wifeLorraine, however she never comes across as such since all her scenestake place within the confines of her home. Maybe the reason is due tosome scenes being cut, but her range is never fully explored. Withevents that could have ended in tragedy, there are (unfortunately)nightmares that follow. There are dream and elapsed sequences whereSully envisions the worst, from the plane crashing, to passengerslosing their lives.All in all, 'Sully' is still a sharp and well directed cinematicfeature, and something those who witnessed the miracle themselves,should be proud of."""
1,"""I have always liked Tom Hanks, especially in Castaway! The specialeffects of the plane crash and reenactment of the rescue looks almostidentical to what we saw on the news. I have been wanting a reallygood, REAL movie lately, and this was it! Great acting with a greatstory. Clint Eastwood is an awesome director too!We all watched this story unfold on TV and most of us were amazed atthe obvious skill of the pilot. I mean how do you coast an airlinerinto the Hudson, without tearing the plane apart and without losing asingle person? You really feel the tension and stress in those shortfew seconds when the engines are out, and the plane is losing altitudequickly. The movie does a great job of making you feel like you arethere in the cockpit with ""Sully"" as he makes these life and deathdecisions in seconds, while remaining calm."""
6,"""As far as films about air disasters go, ""Sully"" is a difficult one topull off. The flight itself lasted only five minutesso how doesdirector Clint Eastwood manage to keep our interest for the 96 minutelength of the film? The introduction is certainly grippingEastwoodimagines what would happen if Sully decided not to ditch the plane inthe Hudson. The imaginary sequence of events depicts a disastrous crashinto skyscrapers reminiscent of what happened on 9/11. Instead of taking us to the airport right before the miraculous flight,Eastwood flash forwards to the beginning of the National TransportationSafety Board (NTSB) investigation where Sully's decision to ditch theplane is questioned by Board investigators. The first part of theinvestigation and its conclusion are book-ended into Acts One and Threeof the film's narrative. Act Two is a recapitulation of the flightitself and the subsequent attendant rescue efforts.The actual crash is quite gripping, chronicling exactly how the planewent down after a huge flock of geese took out both the plane'sengines. Tom Hanks as the expert pilot doesn't quite exude the gravitasof the real Captain Sully but once the geese hit, the A-list actormanages to more than ably convey the machinations of a genius of theskies on autopilot.For those who want more of the crash from different angles, the fiveminute anomaly is recapitulated in the third act through a series offlight simulations served up during the NSTB investigation. At first,it's posited that Sully had enough time to return to either LaGuardiaor Teterboro airports. But once the human factor is added in, theadditional seconds added into the simulation prove that the flightwould have been doomed.Sully only fails in its rather unconvincing attempt to create villainsout of the NTSB investigators. In real-life, the investigation took 15months; here it's condensed to a very short time. While theinvestigators were just ""doing their job,"" here their aggressiveprobing suggests that they were out to ""get"" the intrepid Sully. TheNSTB's statement regarding the film speaks volumes about Eastwood'sattempt to make them the bad guys: ""we were not afforded an opportunityto ensure our actions and words were portrayed with accurate context orreflected our perspective.""Sully probably should be probably nominated and declared winner of the""feel good"" film of the year. In another sense, it can be viewed as theperfect ""anti-9/11"" film, as it depicts a happy ending involving an aircrash. Eastwood has done a good job crafting a narrative with limitedpotential for drama. Casting the NTSB investigators as the bogeymanhere was somewhat of a cheap shot, but necessary to ensure that thefilm had some kind of antagonist."""
7,"""Given where I live I have a vague memory about the Miracle on theHudson. That is to say I remember it happening and being on all of thenews channels, but I never really cared to follow up on the events pastthose first few days after it happened. What the movie Sully brings isat best an exhilarating account of bravery displayed by Capitan Sullyand at worst a little bit of feel good drama where the drama feelsinflated.Lets start off with Tom Hanks as the titular Captain Sully. Hanks isnot only the perfect choice for this role, he is the only choice forthis role. No actor working today brings as much trust and inherentcompassion better than Hanks can. From the first moment that the NTSBstarts questioning him about the events during the emergency waterlanding I immediately believe Sully. I trust that he did the rightthing and that is because of Tom Hanks. He has made a career of beingthe good guy and this role demands that he be the best good guy he hasever been, and he nails it. Aaron Eckhart is solid in his supportingrole because he is able to play off of Sully's personality. He allowsthe viewer to step into his shoes and play co pilot in our heads. Inthose 208 seconds he has to trust Sully like we trust Hanks and youfeel that in his performance.Even though I was not really sold on the CGI in Sully, the ""waterlanding"" scenes were the highlight of the movie. Even though theyshowed the same sequence of events more than a couple of times, eachtime it felt different. Eastwood lets you view it through the differentlenses of the people involved, the passengers, the crew and even thepeople on the ground viewing it from office buildings and homes. Whilethe CGI sometimes broke my immersion when they put you in the plane iswhen it really shines. I could almost feel the bottom of my seat dropout as if the theater had lost both engines.Most of the issues I have with Sully are nit picking. The direction byClint Eastwood is unimaginative, the writing is average but the biggestproblem is one that Eastwood suffered from in his last movie AmericanSniper and that is an unrealistic villain. This time around Eastwooddecided that the real opposition to our hero is over zealous governmentofficials and white people problems. For me the real problem for Sullyshould have been the constant terror of what if. What if he had donesomething differently that day or what if he had put those people indanger? They allude to this a bit but I think this really should havebeen the emotional focus. At least thats what gave me the willies themost. Although i did say the writing was average, Sully actually aswhat most movies miss and that is an earned third act. The writerssaved all their really good stuff for that second to third acttransition. They even have a few twists for you at the end there whichI did not expect at all.Sully can sometimes be dragged down by the low points and dialogueheavy scenes but when it has to the movie really turns it on. at anhour and 37 minutes the length is just about right, there were a fewscenes that kind of felt added in to pad the run time but it was adecently paced movie with as I said before a great third act. I did notexpect much from Sully but I am here to say I have been proved wrong.This is a story about a true American hero, but more than that Sully isjust a flat out amazing person who deserves for people to really knowhow great he is."""
8,"""The sight of a passenger plane along the skyline of New York city is animage that has been seared in the global collective consciousness. It'sa memory that ""Sully,"" Clint Eastwood's new film, acknowledges, butalso attempts to redefine. What if a plane skimming skyscrapers couldconjure an image not just of unimaginable terror, but one of incredibleheroism and skill? That's what ""Sully"" might accomplish, in committingto film the heartwarming story of ""The Miracle on the Hudson,"" whenCaptain Chesley ""Sully"" Sullenberger made a forced water landing on theHudson River with 155 passengers aboard a U.S. Airways flight toCharlotte. Erez Harosh"""
7,"""In ""Sully,"" Captain Chesley Sullenberger spends a fair amount of timemusing about how his life's legacy is defined by a plane crash thattook only 208 seconds. Sully's life was only noteworthy for those 208seconds. As one might predict, it turns out that this biopic is alsoexciting for about 208 seconds.Sully's main focus is on Capt. Sullenburger's difficulty handling themedia attention following the crash, and the investigation that theairline did into Sullenburger post-crash. If you don't remember hearingmuch about this investigation in the news, that's because it wasn'tnewsworthy. The movie makes this investigation to appear bigger than itis, and the threat of a lawsuit lasts for exactly 90 minutes of screentime, only to magically disappear as the movie is about to end. Justbefore the credits roll, even the villainous plaintiff lawyers seem toconcede that they never really had a case against Sully anyway. Thisthreat never seemed credible to the viewer, and it disappears in anincredibly anti-climatic way.While great biopics like Fincher's ""The Social Network"" play up realdramas in the lives of notable historical figures, ""Sully"" is a 90minute picture about a three minute event. Luckily, Eastwood handlesthe crash itself pretty well, showing the viewer windows into the livesof multiple passengers on the plane, so we have people to be concernedfor in the heat of the action.The movie suffers from jarring edits and needless jumping in thenarrative. Sometimes we see Sully before the crash, and sometimes wesee him after- the crash itself is shown about halfway through thefilm. Before we see the crash, there are a handful of ""gotcha!"" momentsin which we see the plane almost crash inside of Sully's daydreams. Thewhole concept of jumping back and forth seems totally random andunnecessary. The ""gotcha!"" daydreams also only hurt the film, as theycause nothing but frustration for the viewer.This is a weak film by Eastwood's standards. Even though its runtime isa slim 1h 36m, Sully feels overlong, and that's because there's simplynot much to make of the story. This is a competent enough movie, and isa better choice than some other films currently in theaters, but youshouldn't lose too much sleep if you skip this one."""
9,"""Clint Eastwood's latest offering ""SULLY"" has been doing slam-bangbox-office business in the USA since it is a well done Near Disasterfilm, and in a dark year of police shootings, other shootings, traincrashes, and an upcoming election featuring candidates both of whom arelikely to bring the entire nation to the brink of disaster, provides aray of hope and something to feel good about --namely, the saving of155 passenger lives when a quick thinking American pilot ditched hisplane in the Hudson River after both his engines failed upon takeoffdue to the unintentional ingestion of a flock of birds.This is not one of Mr. Eastwood's masterpieces but it is a very wellmade film (as usual with Clint) with near documentary effect and,obviously, very user friendly. What Eastwood has set out to do --andvery effectively accomplished -- is to remind a public with impairedshort term memory of an act of American heroism that took place a mereseven years ago and received massive news coverage at the time, but wassoon lost in the shuffle of News overload with which we are bombardedevery day -- and basically forgotten. How many people, even if theyvaguely remember the event, can recall the name of the pilot who almostmiraculously saved the lives of all of the 155 passengers aboard hisplane when the plane was disabled upon takeoff from Laguardia in NewYork, by steering it powerless straight over Manhattan, managing not tocrash into one of the towering skyscrapers, and safely ditching theaircraft in the icy waters of the wintry Hudson? The date was January15, 2009, and the quick thinking pilot was Chesley Sullenberger -- notan easy name to remember -- but his nickname ""Sully"" is one that stayswith you. So Clint has wisely chosen to name his picture just that andcast the best man in Hollywood for the job of playing Scully, TomHanks. Hanks sporting snow white hair in the picture is the right age-- 59 during the shoot whereas Sully was 56 in 2009 -- and nobody isbetter at playing men with a troubled conscience and constant painedexpression. Following in the heels of last year's ""Bridge of Spies"" Tomhas just about cornered the Pained Expression for a Whole Picturemarket. And he is actually believable doing it even if sometimes getsto be a bit much.Among other things Sully is a detailed process film about the pilotingof airliners, but it is also much more. Most of the film actually takesplace outside of the cockpit revealing Sully's struggle to justify hiscourageous act before a relentless board of inquiry trying to provethat he had other choices, such as landing at Teterboro Airport in NewJersey. Even as Sully was being heralded by the public and the mediafor his unprecedented feat of aviation skill the investigation that wasunfolding, and takes up the bulk of the picture's running time, wasthreatening to destroy his reputation and his career which adds adimension of courtroom drama to the whole. In the end we find out hemade the only decision possible after the plane was disabled shortlyafter takeoff when a flock of birds were swept into both enginesknocking them out of commission. These scenes are white knucklers thatput you right into the cockpit with Hanks and the co-pilot, AaronEckhart -- in a highly commendable supporting role. Another importantrole is that of his wife (Laura Linney) who is often on the phone withhim with words of anxious support as he walks the streets of Manhattanhaving nightmares in broad daylight of the plane under his control notmaking it to the river but crashing into a building in a blaze ofinglory. The scene in the river with a real plane floating precariouslyin the icy waters half submerged and the passengers lined up on thewings waiting for rescue teams to arrive must have cost a fortune tomake and is so well mounted it looks like archival footage. Fall intothe water and you're dead in a minute! -- even though we think we knowthe final outcome it's suspense all the way. Clint really knows hisbusiness and his new film is definitely a winner with various Oscarpossibilities down the line, maybe even a third Oscar for Mr. Hanks. Atage 86 Clint Eastwood, director, Is not looking back and shows no signsof slowing down. In that department I would consider him to be my rolemodel.Ps: Tom Hanks is a lineal descendant of Nancy Hanks, mother of AbrahamLincoln -- No wonder he has such an incorrigibly honest look!"""
8,"""I've heard this airline captain's story through the news back in 2009during one of my college classes at the time, but had no idea a filmbased on those events was created. Upon watching every minute of it,I'm now able to see what made Captain Sullenberger a hero to hispassengers and those who know him personally.The plot revolves around his heroic efforts as he and his First OfficerJeffrey Skiles navigated their US Airways plane right into the HudsonRiver as a last ditch of effort after their plane had collided withCanadian Geese that flew right into the plane's engines. Despite suchactions that saved their lives, there was also debate on thecircumstance on what could've happened or what would've been betterthan Sully himself had explained.Tom Hanks' portrayal of the renowned captain was a pretty impressiveperformance. Instead of just merely trying to emulate the real-lifeairline captain's experiences on screen, he managed to capture theangst and personal struggles Sully had faced following from thattraumatic event. The board hearing scenes had so much to talk aboutthat it left me further curious on what made these events run intomotion. For example, when using flight simulators as to project whathappened that day and combining it with Sully's recollections via PTSDvisions, it's like placing ourselves into his shoes step-by-step.Director Clint Eastwood followed up well from his previousOscar-nominated film American Sniper by cranking out a story thatfocuses on how one man who doesn't see himself as a glorified hero, buta man who did anything a professional pilot would do by taking suchincredible risks to save the lives of himself and those aboard. For abiographical drama that touches on the mystery and intrigue, this is amust-watch and is sure to hit various accolades."""
8,"""Real heroism does not always mean glory and parades. Sometimes itconsists of simply doing what works  getting the job done in a waythat those affected will always be grateful. Such a hero is ChesleySullenberger, a US Airways pilot whose presence of mind, competence andgood judgment saved the lives of 155 passengers and crew when he landedhis stricken plane in New York's Hudson River in 2009, an episode knownas the ""Miracle on the Hudson."" This miracle is celebrated in86-year-old director Clint Eastwood's Sully, based on Sullenberger'smemoir Highest Duty: My Search for What Really Matters. Written by ToddKomarnicki, the film stars Tom Hanks (""A Hologram for the King"") as thecalm, unflappable Sully and Aaron Eckhart (""Courage"") as his supportiveco-pilot Jeff Skiles.Eastwood and cinematographer Tom Stern establish the tension early. Wesee the Captain and co-pilot go through their pre-takeoff checklist andwitness the takeoff and the passengers on US Airways Flight 1549, enroute from LaGuardia Airport in New York to Charlotte, North Carolina,settling back for a long flight. Six minutes after takeoff, however,the plane is hit by a flock of geese, crippling both of its engines atan altitude of only 2,800 feet. While we know the eventual outcome,Sully's agonizing decision to land the plane in the frigid Hudson Riverafter realizing he could not make it to the nearest airport is aheart-pounding sequence.While Eastwood succumbs to some disaster clichés with frightenedparents holding onto their screaming children, the evacuation, for themost part, is done with restraint and the rescue by boas and ferries inthe vicinity is expertly handled. The crash sequence (shown severaltimes during the film) is interspersed with flashbacks to Sully's earlylife, his present-day nightmares, and phone calls to his anxiety-riddenwife Lorraine (Laura Linney, ""Mr. Holmes""). Much of the film's dramacenters around the National Transportation Safety Board (NTSB) hearingin which board members played by Mike O'Malley (""Concussion""), JameySheridan (""Spotlight""), and Anna Gunn (""Equity"") question Sully'sdecision to land in the river, suggesting that the second engine wasstill functional enough for him to bring the plane back to LaGuardia orfly to nearby Teterboro Airport in New Jersey. If their assessment isthe correct one, it would lead to a damaging verdict of ""pilot error.""The NTSB uses computer simulations to try to prove their case but Sullytells them that, ""Simulations take all humanity out of the cockpit."" Onquestioning, Sully learns that the ""sim"" pilots needed as many asseventeen practice sessions and he asks that 35 seconds be entered intothe calculations to reflect the human equation. It is no secret thatthe real NTSB has disputed the prosecutorial manner in which thehearings are portrayed, saying that they were only seeking informationin an objective, professional manner, a description that incidentallySully Has agreed with. Tom Hanks is the perfect choice to play Sully.Though beleaguered with stress, self-doubt, and media hounds, hishumanity and strength of character come through, allowing the film todeliver a believable message of human resourcefulness in the face ofsudden crisis.Though Sully is portrayed as a conventional, solid-citizen type, inreality he had the courage to step up at the House Transportation andInfrastructure Committee's subcommittee on aviation on February 24,2009, telling them that, after flying almost 20,000 hours for 29 years,his decision to remain as a professional airline pilot came at asignificant financial cost. His pay, he said, ""has been cut 40 percent,my pension, like most airline pensions, has been terminated andreplaced by a PBGC guarantee worth only pennies on the dollar."" ""I amworried,"" he went on, ""that the airline piloting profession will not beable to continue to attract that best and the brightest.  If we do notsufficiently value the airline piloting profession and future pilotsare less experienced and less skilled, it logically follows that wewill see negative consequences to the flying publicand to ourcountry."" Telling the truth is another attribute of a true hero."""
7,"""As soon as I saw the preview for Sully, it immediately took me back to2012's Flight starring Denzel Washington. I was expecting somewhat ofthe same story-line before I really had investigated the story ofChelsey Sullenberger and the incredible story of that day in New YorkI was nervous in viewing this movie, thinking that it would possibly beboring and predictable because we all knew what was going to happen inthe end, right? But Clint Eastwood knew how to absorb the audience intoSully's life during and after the crash. Tom Hanks was a perfect fit to play Chelsey Sullenberger with his calmdemeanor and passion. I also loved Aaron Eckhart as Jeff Skiles whoplayed Sully's wing man during the flight. These two made an absoluteteam as they underwent constant criticizing from the media and NTSB.This movie will have you pushing for Sully and backing him on him doingthe right thing while others looked for flaws on how to make it hisfault even though he saved 155 people. Sully is a go see in my book anda definent addition to my DVD collection."""
1,"""in 2009 pilot Chesley Sullenberger(Tom Hanks) saved 155 passengers, bylanding a damaged airplane in the Hudson River, so it would not crash.While the media is making Sully out to be a hero, but an investigationis done on Sully, on whether he made the right decision, now Sullyfeels if being called a hero comes to a big ?.Clint Eastwood's direction is brilliant has we the audience really getinto Sully's head, and also we also feel like we are there during theplane crash scene. Plays it like we are there and it's happening forthe first time. Tom Hanks really gives a great Oscar worthy performanceas Sully. You'll forget he is just an actor, and believe he is Sullyfor real. Aaron Eckhardt is also good too. A truly great film, that Ihope will not be missed by the Oscars."""
8,"""Sully as this story inspired by the true story of Chesley Sullenberger,who became a hero after a successful landing at the Hudson River wasperfectly nailed by the director Clint Eastwood and played by TomHanks.Technically, Clint Eastwood's 'Sully' is the first film shot almostcompletely with IMAX Cameras, In fact, almost the entire movie was madewith ARRI ALEXA 65 & XT as ""Sully"" certainly nails its white-knuckled depiction of 2009's Miracleon the Hudson, the emergency water landing made by US Airways Flight1549 that allowed all 155 of its passengers and crew to come out alive."""
9,"""One of the picture's most valuable contributions to the saga of the'Miracle on the Hudson' is that the event was not a plane crash, but asuccessful forced water landing. Captain Chesley Sullenburger (TomHanks) appropriately called for that distinction more than once duringhis insightful soul searching and more significantly, in front of theNTSB review board. That's where the real drama took place, separate andapart from the tense moments on board the ill fated United AirwaysFlight 1549.Anyone who recalls watching the drama of the real life event back in2009 will certainly describe Captain Sully a hero, even if he wasrather self consciously proclaiming that he was just doing his job.What virtually no one is aware of was the intense pressure he and hisco-pilot Skiles (Aaron Eckhart) were subjected to, in order to convincethe review board that dealing with human lives in a life or deathsituation can't conceivably be relived using computer simulations.That's one of the main gripes I've always had when it comes tocorporate 'logic' and defending principles before a committee thatnever walked the walk but expect others to be in lock step withexpected behavior based on a computer model.As always, Tom Hanks performs at a professional best level as CaptainSully, effectively portraying the real captain's physical presence anddemeanor. It was gratifying to see that director Eastwood paid tributeto the real life hero by including a clip at the end of the picturewith some of the passengers who successfully came through the ordeal.One note of caution to prospective viewers regarding Sully'snightmarish visions while reliving the tragedy in his own mind - thescenes are poignantly similar to footage resembling the events of 9/11and have the same kind of harrowing impact."""
6,"""Eastwood's directorial efforts are undeniably skillful dramas full ofhuman resilience. Sully is no different, and may be his best in years.For some, that may be great news; for me, that's not saying much.Completely lacking in dramatic subtlety, Sully still somehow feelsoddly distant and cold. On the other hand, itsnon-scifi-action-superhero-franchise thrills and intrigue aredefinitely a welcome reprieve after a long summer. Like an airline bagof peanuts, Sully's far from a delicious meal, yet it certainly helpspass the time. It's the harrowing true-story of acommercial-pilot-turned-national-hero successfully landing a plane onthe Hudson River, saving everyone on board and potentially hundreds ofNYC citizens. It's a stoic movie about a stoic man who is thrust intoexcitement. Playing the titular ""Stoic""uh, I mean ""Sully""is Hanks,who has taken a step-down in intensity, complexity and effectivenessfrom his other real-life-hero-on-the-water role in Captain Phillips.Instead of studying the psychology of an every-man experiencing suddenstardom through immense trauma, it hits fairly predictable biopic beatswith on-the-nose and corny dialogue and performances. Luckily, thecenterpiece plane crash and subsequent rescue is pretty fantastic. Thegreat mixture of high thrills and drama told with grounded realismgives it a surprisingly honest and non-glorified portrayal. It's noaccident this was released on 9/11, as that horrendous day played suchan integral part in what made Sully such a beloved figure. People in NYbuildings watching a plane fly low through their city, followed by thefamiliar humanity in the rescue boats, it's hard not to be moved. Thosebeautiful moments propel an otherwise bland movie that yourgrandparents will surely love."""
8,"""Suly opens with Captain Chesley ""Sully"" Sullenberger (Tom Hanks) havinga PTSD-induced, 9/11- reminiscent vision of a plane crashing into aManhattan skyscraper. This is the ""what-if"" scenario that haunts thetitular hero after successfully landing the engine-blown Flight 1549 onthe chilly Hudson River, and miraculously saving all 155 souls onboard.As he snaps back into reality, we will soon learn that the ""untoldstory"" lies on the aftermath of the averted tragedy. The NationalTransportation Safety Board (NTSB) starts to investigate and findsresults that does not jibe with Sully's estimation: the left engine isstill operational and he could have landed the plane on the nearestairport instead of risking passengers' lives with a forcedwater-landing. ""Over 40 years in the air, but in the end I'm going tobe judged on 208 seconds,"" Sully laments and sadly, he's right. Hasthere been a lapse of judgment on his part? Or could this be NTSB'sattempt to use him as a scapegoat against the future lawsuits that willbe filed? Director Clint Eastwood may put you into the mind of Sully,yet you won't be able to conclude beyond a shadow of a doubt.Eastwood turns this feature film into an introspective character studynarrated in a contemporary fashion. He feeds his viewers withseamlessly-integrated, piecemeal flashbacks that takes us to the eventson that fateful afternoon. He does not take the route of presenting astraightforward inspirational tale but he's more interested on a biggerissue here  man's internal turmoil to redeem himself. As we witnessedin his previous works like American Sniper, this is where he shinesbest. Still, he remains simple as a filmmaker. The restrained executionof plane crash may not please fans of extravagant tent-pole films butthe wave impact brought by the musical scoring and sound editing isimpressively realistic and accurate.Hanks shines as well in this yet again perfectly-tailored role  abrave, diligent and sturdy ordinary American hero facing againstinsurmountable odds. It's already a cliché thing to say that Tom Hanksis a brilliant actor but what I like about his performance is that itdoes not scream of: ""Look at me! I'm a great actor! Give me an Oscar!""He can be minimal in his acting  during an intense bird-enginecollision scene, he stoically yells ""Birds."" and still, he sells anuanced depth into the character. The same can be said to theunderrated Aaron Eckhart as co-pilot Jeff Skiles, the funny guy whomocks the things that Sully is often too nice to say. He earns thefilm's final laugh.Whereas Hanks has weathered rougher storms in his previoustravel-disaster films like Apollo 13, Cast Away and Captain Phillips,Sully, however, offers less dramatic weight. We already know by nowthat everything will turn out fine in the flashbacks so the suspensegets to be partially ruled out. It can also be a bit underwhelming thatthe closest thing you'll have here for antagonists are the suspiciousbureaucrats (Mike O'Malley, Anna Gunn, and Jamey Sheridan) armed withcomputer simulations that should put Sully's career and pension atrisk. The depiction of investigation somehow appears to be exaggeratedfor the sake of adding tension. The straw villains here will probablyhave more social relevance when they are viewed as Eastwood's take onmodern cynicism: that even the noblest of men can still be subjected toharsh scrutiny.Just when Sully is on the verge of becoming a saccharine adulation toits hero, Sully gives credit where credit is due, ""I don't feel like ahero. I'm just a man doing his job."" He's right. This is not only thestory of a man saving 155 souls but this is the story of a wholecommunity coming together in the midst of tragedy  his co-pilot, thepassengers, the flight attendants, the radio operator, the ferry boatcaptain, the coast guards and even the bit- players, no matter howthinly-sketched as they may be. Eastwood may not succeed in offeringmuch meat for those who are expecting of a shocking conspiracy, but thefact that he's been able to effectively deliver the human element froma 208-second incident in such a short run- time is praise-worthyenough.Full review: http://www.filmpolicereviews.com/reviews/sully"""
